Title,description,Poster
From the Earth to the Moon,"Tom Hanks, Imagine Entertainment and HBO present From the Earth to the Moon, the dramatic story of the unforgettable Apollo missions and their heroic astronauts, from President John F. Kennedy's historic speech, through the first manned expeditions into space, to the defining moment of the space program - putting a man on the moon.  ""One small step for man...one giant leap for mankind.""  Powerfully told as never before through the unforgettable performances of Cary Elwes, Sally Field, Chris Isaak and many more, these are the stories of the men, women and children who lived, breathed and manufactured from the power of human will one of the greatest achievements in the history of mankind.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NDg4NjY3Ml5BMl5BanBnXkFtZTcwMjg2NTA0Mg@@._V1._CR0,1,331,472_UY268_CR3,0,182,268_AL_.jpg"
Merlin,The legendary wizard tells his story of his war against Queen Mab of the Sidhe and his creation of Camelot.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzNDExNjk2NF5BMl5BanBnXkFtZTcwMTQ3NjYxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
Joan of Arc,"Ten years before her death, Joan hears voices. Six years later, from the village of Domremy, she begins her mission to unite France under King Charles. First she leads a defense of Vaucouleurs against the Burgundians, then obtains safe passage to Charles, the Dauphin. He uses her, as the embodiment of the mythical ""Maid of Lorraine,"" to raise an army, and he sends her to the rescue of OrlÃÂÃÂ©ans. After Charles is crowned, Joan leads a disastrous campaign in Paris, where her brother dies. Then she's the victim of Charles's manipulations: she's captured in Burgundy, sold to the English, examined by Bishop Cauchon, found a heretic by the Inquisition, and burned at the stake.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MTUzOTg4OF5BMl5BanBnXkFtZTcwODY1NjIyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
The 10th Kingdom,"Two centuries after Snow White and Cinderella had their adventures, the Nine Kingdoms ready themselves for the coronation of Prince Wendel, Snow White's grandson, to the throne of the Fourth Kingdom. But an evil once-queen has freed herself from prison, and turns the prince into a golden retriever. Wendel, by means of a magic mirror, escapes into a hitherto-unknown Tenth Kingdom (modern day New York City) and meets Virginia and her father Tony. Pursued by trolls, cops, and a wolf in man's form, the three blunder back into the Nine Kingdoms and begin their adventures to restore Wendel to his human form and throne, and find the magic mirror that will take Tony and Virginia back home, all the while unknowing that Virginia already has a connection to the Nine Kingdoms that may prove deadly before we reach Happily Ever After.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NTcyNzgwMV5BMl5BanBnXkFtZTcwMTU4NjUyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
The Mists of Avalon,"A unique re-working of the Arthurian epic, based on the novel by Marion Zimmer Bradley, The Mists of Avalon tells the familiar tale but with an important twist: The story is told through the eyes of the women who wielded power behind King Arthur's throne. Filmed on location in Prague, The Mists of Avalon follows the women of Avalon through the ultimate fulfillment of their destinies.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyODk5OTU2Nl5BMl5BanBnXkFtZTcwMDUwNDkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
Tipping the Velvet,"Set in the 1890s, Tipping the Velvet tells the lesbian love affair between male impersonator music hall star Kitty Butler and Nan Astley.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NTQyNjQxMl5BMl5BanBnXkFtZTcwODY0NjQyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
Salem's Lot,Writer Ben Mears returns to his childhood home of Jerusalem's Lot and discovers that it is being terrorized by vampires.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5NTMyOTc0OF5BMl5BanBnXkFtZTcwMTU3MDYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
The Mahabharata,"One of the great masterpieces of world literature comes to vivid life in an elaborate production from acclaimed theater and film innovator Peter Brook. This collection of ancient Sanskrit stories (composed into the longest book ever written) comprises a series of enlightened fables at the heart of countless beliefs, legends, and teachings; indeed, its very title means ""the great story of mankind."" Brook and  writer Jean-Claude Carriere worked for eight years to develop this epic concerning two sides of a royal family, the Pandavas and the Kauravas, whose struggle leads to a fascinating voyage of emotions, passion and vision of glory. Briefly, the Mahabharata is a tale of two rival sets of brothers, cousins to eachother, each born into royalty and with divinely guided paths in life. The result, however, is a great war, death, destruction - a vast epic.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMzg5MjExMl5BMl5BanBnXkFtZTcwODA0ODMyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
The Phantom of the Opera,"Deformed since birth, a bitter man known only as the Phantom lives in the sewers underneath the Paris Opera House. He falls in love with the obscure chorus singer Christine, and privately tutors her while terrorizing the rest of the opera house and demanding Christine be given lead roles. Things get worse when Christine meets back up with her childhood acquaintance Raoul and the two fall in love","https://images-na.ssl-images-amazon.com/images/M/MV5BMjczNTczNzc3N15BMl5BanBnXkFtZTcwMzc5NzcxMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg"
The Phantom of the Opera,"Count de Chagnie has discovered Christine's singing talent on a market place and sent her to his friend Carriere, the director of the Parisian opera. However just when she arrives Carriere's dismissed. His arrogant successor refuses to let a woman of low birth sing in his opera, but graciously employs Christine as gadrobiere for his wife Charlotta, who's installed as first singer. He also fights the phantom, an unknown guy who lives since many years in the catacombs below the opera and was granted privileges by Carriere. However the phantom knows how to defend himself and at the same time helps Christine to her career.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjczNTczNzc3N15BMl5BanBnXkFtZTcwMzc5NzcxMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg"
Salem's Lot,Vampires are invading a small New England town. It's up to a novelist and a young horror fan to save it.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5NTMyOTc0OF5BMl5BanBnXkFtZTcwMTU3MDYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
Enron: The Smartest Guys in the Room,"A documentary about the Enron corporation, its faulty and corrupt business practices, and how they led to its fall.","https://images-na.ssl-images-amazon.com/images/M/MV5BODM5NzgyNTMyN15BMl5BanBnXkFtZTcwMDU0NzgyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
Madagascar,"Zoo animals leave the comforts of man-made habitats for exotic adventure in this animated family film. After escaping from the zoo, four friends -- a lion, a hippo, a zebra and a giraffe -- are sent back to Africa. When their ship capsizes, stranding them on Madagascar, an island populated by crazy critters, the pals must adapt to jungle life and their new roles as wild animals.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjUyMzUxNjg2NV5BMl5BanBnXkFtZTcwMDQ5NDQ3NA@@._V1_UY268_CR24,0,182,268_AL_.jpg"
Attila,"A romanced story of Attila the Hun, since his childhood, when he lost his parents until his death. Attila is disclosed as a great leader, strategist and lover and the movie shows his respect to the great Roman strategist Flavius Aetius, his loves and passions, the gossips, intrigues and betrayals in Rome, all of these feelings evolved by magic and mysticism.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNjA0MDc3N15BMl5BanBnXkFtZTcwNjUzMzgxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
Oliver Twist,"Oliver Twist the modern filmed version of Charles Dickens bestseller, a Roman Polanski adaptation. The classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3OTkwODMyNF5BMl5BanBnXkFtZTcwMTIwNDUyMQ@@._V1_UY268_CR9,0,182,268_AL_.jpg"
No Direction Home: Bob Dylan,"A chronicle of Bob Dylan's strange evolution between 1961 and 1966 from folk singer to protest singer to ""voice of a generation"" to rock star.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwNjk4ODAzN15BMl5BanBnXkFtZTcwNzQ3NTAzMQ@@._V1_UY268_CR11,0,182,268_AL_.jpg"
Angels in America,"Playwright Tony Kushner adapts his political epic about the AIDS crisis during the mid-eighties, around a group of separate but connected individuals.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NDY4Njk4M15BMl5BanBnXkFtZTcwNzkxMjUyMQ@@._V1_UY268_CR13,0,182,268_AL_.jpg"
Wolf Creek,"Stranded backpackers in remote Australia fall prey to a murderous bushman who offers to fix their car, then takes them captive","https://images-na.ssl-images-amazon.com/images/M/MV5BMzc5NDM3MzE5Ml5BMl5BanBnXkFtZTgwMzQ2OTk0ODE@._V1_UY268_CR3,0,182,268_AL_.jpg"
Casanova,"With a reputation for seducing members of the opposite sex, regardless of their marital status, a notorious womanizer discovers a beauty who seems impervious to his charms. However, as he continues to pursue the indifferent lady, he finds himself falling in love.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3NjMwMDQ1NF5BMl5BanBnXkFtZTcwMjExMDEzMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
How to Irritate People,"A pre-Monty Python mockumentary, written by and presented by John Cleese, that provides tips on learning how to really bug people.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwMjEzNDg3NV5BMl5BanBnXkFtZTcwOTgwOTkxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
The Temptations,"The true story of The Temptations, the Soul vocal group of the 1960s, as seen from the viewpoint of the last surviving member, Otis Williams. Beginning from their humble origins in the late 50s and continuing through the 90s and the deaths of the other 4 members.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NjExMTkwOF5BMl5BanBnXkFtZTcwMzk1OTAyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
Sketches of Frank Gehry,"First and foremost, Frank Gehry is an artist. Described as a young child as having golden hands, Frank begins his creation through sketch. Forming thought into substantive sculpture, the marriage of art and architechure is brought to life. Join director Sydney Pollack on a journey into the world and work of the most important architect of our Age.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTY0MTYxMjUzMV5BMl5BanBnXkFtZTcwMjc3NjgzMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg"
Empire Falls,"A decaying New England town is the backdrop for its unique citizens, lead by unassuming restaurant manager Miles Roby.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MDMzOTQ2MF5BMl5BanBnXkFtZTcwMzAwMjAzMQ@@._V1_UY268_CR7,0,182,268_AL_.jpg"
When the Levees Broke: A Requiem in Four Acts,"In August 2005, the American city of New Orleans was struck by the powerful Hurricane Katrina. Although the storm was damaging by itself, that was not the true disaster. That happened when the city's flooding safeguards like levees failed and put most of the city, which is largely below sea level, underwater. This film covers that disastrous series of events that devastated the city and its people. Furthermore, the gross incompetence of the various governments and the powerful from the local to the federal level is examined to show how the poor and underprivileged of New Orleans were mistreated in this grand calamity and still ignored today.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0NTg2ODQ5N15BMl5BanBnXkFtZTcwOTk2NTE0MQ@@._V1_UY268_CR8,0,182,268_AL_.jpg"
The Odyssey,"This lavish small-screen adaptation of Homer's ancient epic--replete with exotic Maltese and Turkish locations, state-of-the-art special effects, and many bronzed muscles gleaming with sweat--chronicles the voyage home of a Trojan hero, Odysseus, and includes many more scenes of his faithful, beautiful wife dodging leering suitors at home than Homer ever composed.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjYyNTA5OTA2Nl5BMl5BanBnXkFtZTcwMDQ2MzQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
Human Trafficking,"When a sixteen-year-old girl from the Ukraine, a single mother from Russia, an orphaned seventeen-year-old girl from Romania, and a twelve-year-old American tourist become the victims of international sex slave traffickers, a specialized team of Immigration and Customs Enforcement (ICE) struggles to expose the worldwide network that has enslaved them.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5NjQ2MTIwOV5BMl5BanBnXkFtZTcwNzkwODIzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
Cats,"Cats is a pop-cultural phenomenon that has been performed on stage for more than 50 million patrons in 26 countries for almost 18 years, resulting in more than two billion dollars in ticket sales. Now that Cats has finally made it to the small screen, attention must be paid not just by fans of this critic-proof show, but also by those entertainment mavens who have somehow avoided it until now.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MTc0ODkzMV5BMl5BanBnXkFtZTcwMzc1MDIyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
Cats,"Cats is a pop-cultural phenomenon that has been performed on stage for more than 50 million patrons in 26 countries for almost 18 years, resulting in more than two billion dollars in ticket sales. Now that Cats has finally made it to the small screen, attention must be paid not just by fans of this critic-proof show, but also by those entertainment mavens who have somehow avoided it until now.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MTc0ODkzMV5BMl5BanBnXkFtZTcwMzc1MDIyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
Nancy Drew,Intrepid teenage private eye Nancy Drew heads to Tinseltown with her father to investigate the unsolved murder of a movie star in this old-fashioned whodunit based on Carolyn Keene's popular series of books for young adults. But can the small-town girl cut through the Hollywood hype to solve the case?,"https://images-na.ssl-images-amazon.com/images/M/MV5BMzI4MGU4N2ItOTRjMC00YTUxLTg3N2YtZTM5YjNjMzY4ZGI1XkEyXkFqcGdeQXVyMzcyOTQzMzE@._V1_UY268_CR13,0,182,268_AL_.jpg"
Sybil,"The true story of a young woman named Sybil, whose childhood was so harrowing to her that she developed at least 13 different personalities.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwOTkyOTc1M15BMl5BanBnXkFtZTgwNjQ2MzU0MjE@._V1_UY268_CR2,0,182,268_AL_.jpg"
Abraham,"This engrossing dramatization of the life of Abraham, the most tested servant of God and the father of Judaism, spans from the patriarch's quest for the Promised Land to the sacrifice of his son, Isaac.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNTY3MTA0N15BMl5BanBnXkFtZTYwMzIwOTU5._V1_UX182_CR0,0,182,268_AL_.jpg"
All Passion Spent,"his three-part miniseries begins with elderly Lady Slane (Wendy Hiller) sitting watchfully by the deathbed of her husband. Tended by her equally aged French maid Genoux (Eileen Way), who has served her faithfully for a lifetime, Lady Slane deals with a succession of advice from her large flock of middle-aged children. The family is chagrined by, but honors, her choice to live a modest country retirement at some distance, in Hampstead Heath. Lady Slane competently comes to terms to lease and restore a crumbling house, aided by an aging land agent Gervase Bucktrout (Maurice Denham). Once settled, an acquaintance from 50 years past, Mr. Fitzgeorge (Harry Andrews), visits the cottage to rekindle memories of their brief, deep, but unfulfilled brush as soul-mates in colonial India when Lady Slane was a devoted young wife and mother. Great-granddaughter Deborah (Jane Snowden), who has been trapped by a socially desirable but passionless engagement, regularly visits to confide and seek wisdom.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxOTgyNzExMF5BMl5BanBnXkFtZTcwNTI5ODIzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
All Passion Spent,"his three-part miniseries begins with elderly Lady Slane (Wendy Hiller) sitting watchfully by the deathbed of her husband. Tended by her equally aged French maid Genoux (Eileen Way), who has served her faithfully for a lifetime, Lady Slane deals with a succession of advice from her large flock of middle-aged children. The family is chagrined by, but honors, her choice to live a modest country retirement at some distance, in Hampstead Heath. Lady Slane competently comes to terms to lease and restore a crumbling house, aided by an aging land agent Gervase Bucktrout (Maurice Denham). Once settled, an acquaintance from 50 years past, Mr. Fitzgeorge (Harry Andrews), visits the cottage to rekindle memories of their brief, deep, but unfulfilled brush as soul-mates in colonial India when Lady Slane was a devoted young wife and mother. Great-granddaughter Deborah (Jane Snowden), who has been trapped by a socially desirable but passionless engagement, regularly visits to confide and seek wisdom.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxOTgyNzExMF5BMl5BanBnXkFtZTcwNTI5ODIzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
10.5: Apocalypse,"A jolted West Coast deals with the deadly aftereffects of a massive tremor in this sequel to the disaster drama 10.5. Concerned that a widening fault line may set off two nuclear reactors, seismologist Samantha Hill (Kim Delaney) contacts the president (Beau Bridges). Assembling an expert rescue team, they search for the one man who can help them: Samantha's father (Frank Langella), a scientist who predicted this catastrophe. Dean Cain co-stars.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NzIyOTE2OV5BMl5BanBnXkFtZTcwNDYxMzgzMQ@@._V1_UY268_CR43,0,182,268_AL_.jpg"
10.5: Apocalypse,"A jolted West Coast deals with the deadly aftereffects of a massive tremor in this sequel to the disaster drama 10.5. Concerned that a widening fault line may set off two nuclear reactors, seismologist Samantha Hill (Kim Delaney) contacts the president (Beau Bridges). Assembling an expert rescue team, they search for the one man who can help them: Samantha's father (Frank Langella), a scientist who predicted this catastrophe. Dean Cain co-stars.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NzIyOTE2OV5BMl5BanBnXkFtZTcwNDYxMzgzMQ@@._V1_UY268_CR43,0,182,268_AL_.jpg"
The Count of Monte Cristo,"After greedy men have Edmound Dantes unjustly imprisoned for 20 years for innocently delivering a letter entrusted to him, he escapes to revenge himself on them.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1OTk3NTY2MV5BMl5BanBnXkFtZTYwNDMzOTg4._V1_UY268_CR1,0,182,268_AL_.jpg"
Taken,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0NTI0NjAxMV5BMl5BanBnXkFtZTYwOTM3MTg5._V1_UY268_CR4,0,182,268_AL_.jpg"
The Andromeda Strain,"A U.S. satellite crash-lands near a small town in Utah, unleashing a deadly plague that kills virtually everyone except two survivors, who may provide clues to immunizing the population. As the military attempts to quarantine the area, a team of highly specialized scientists is assembled to find a cure and stop the spread of the alien pathogen, code-named Andromeda.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwMDM0NzUyN15BMl5BanBnXkFtZTcwODk5MTE3MQ@@._V1_UY268_CR12,0,182,268_AL_.jpg"
The Andromeda Strain,"A U.S. satellite crash-lands near a small town in Utah, unleashing a deadly plague that kills virtually everyone except two survivors, who may provide clues to immunizing the population. As the military attempts to quarantine the area, a team of highly specialized scientists is assembled to find a cure and stop the spread of the alien pathogen, code-named Andromeda.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwMDM0NzUyN15BMl5BanBnXkFtZTcwODk5MTE3MQ@@._V1_UY268_CR12,0,182,268_AL_.jpg"
Journey to the Center of the Earth,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.","https://images-na.ssl-images-amazon.com/images/M/MV5BZmRjODlmZjAtMjFmOS00YmFhLTlkMWUtY2ZlNTFiYjM1MDc0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg0OTY4MzM@._V1_UY268_CR235,0,182,268_AL_.jpg"
The Take,"After he's shot during a heist in East L.A., an armored truck driver wrestles with rehabilitation and tracking down the man who committed the crime.","https://images-na.ssl-images-amazon.com/images/M/MV5BNGFkMjEwYjQtYzYxMy00MWNlLWFhN2MtYTM3OTdjOGM3OTA4XkEyXkFqcGdeQXVyMjkyODUzOTg@._V1_UY268_CR3,0,182,268_AL_.jpg"
John Adams,"The life of one of the USA's Founding Fathers, its second President, and his role in the nation's first 50 years.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNDc0MDE2MF5BMl5BanBnXkFtZTcwODYwNjE2MQ@@._V1_UY268_CR9,0,182,268_AL_.jpg"
"20,000 Leagues Under the Sea","Captain Nemo has built a fantastic submarine for his mission of revenge. He has traveled over 20,000 leagues in search of Charles Denver - a man who caused the death of Princess Daaker. Seeing what he had done, Denver took the daughter to his yacht and sailed away.","https://images-na.ssl-images-amazon.com/images/M/MV5BODMzMDc5NTM4MV5BMl5BanBnXkFtZTcwNTAwMTU1MQ@@._V1_UY268_CR23,0,182,268_AL_.jpg"
Tin Man,"Set in the spirit of L. Frank Baum's classic, the ""Tin Man"" follows the adventures of DG, a waitress and part-time student, as she travels through the mystical world of ""The O. Z. (Outer Zone)"", discovering her hidden past. This well-known story takes a twist in this SyFy adaptation as DG battles the sorceress Azkadellia along with the help of four friends; Glitch, a former adviser to the Queen whose brain has been removed; Raw, a psychic empath; and Wyatt Cain, a former police man (aka Tin-man) who has been imprisoned in an iron suit, forced to watch his family's destruction time and time again. Although parallels can be made to the original book this story takes its own path down the yellow brick road.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxMTQ4NjU4OF5BMl5BanBnXkFtZTcwMjA3MTI2MQ@@._V1_UY268_CR6,0,182,268_AL_.jpg"
Into the West,"Steven Spielberg executive produced this TNT miniseries about American Westward expansion during the 19th century. Told from both the perspective of the white Wheeler family and the Native American Lakota tribe, the 12-hour epic follows the clans as they struggle to find their place in a country confounded by turmoil and change.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NTg4NTE2M15BMl5BanBnXkFtZTcwMzUwNjAzMQ@@._V1_UY268_CR9,0,182,268_AL_.jpg"
Cinderella,"Updated version of the classic Rodgers and Hammerstein musical of the classic fairy-tale, with an all-star, multi-racial cast.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NTU5NDg4OF5BMl5BanBnXkFtZTcwOTU5MTkxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
Farscape: The Peacekeeper Wars,"Sixty days on and Rygel is retrieving pieces of John and Aeryn from the sea bed. The Diagnosan re-crystalises them and they start getting to know the local species. Meanwhile, Scorpius and Sikozu are aboard a Peacekeeper Command Carrier on a recon mission. They attack a Scarren ship, which provokes the Scarrens into declaring war on The Peacekeepers.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyODgzOTg2NV5BMl5BanBnXkFtZTcwMTEwNTEzMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
Dinotopia,"Carl and David, two boys flying a small aircraft over the ocean with their father, crash land near an uncharted island. The boys swim safely to shore, but their father unfortunately drowns in the crash. On their own, the brothers explore the island and soon discover it is not only inhabited by people, but by dinosaurs as well! While the place seems easy enough to get used to, the boys must find a way of returning to their home.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyOTQyMzcwMV5BMl5BanBnXkFtZTcwMzIwNzIyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg"
Earthsea,A reckless youth is destined to become the greatest sorcerer that the mystical land of Earthsea has ever known...,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MjY2NTEyMV5BMl5BanBnXkFtZTcwMDMzMzcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
Jesus Christ Superstar,"Tim Rice and Andrew Lloyd Webber's Jesus Christ Superstar first exploded onto the West End stage in 1971 and it was clear that the musical world would never be the same again. For the first time ever, Jesus Christ Superstar has been specially filmed for video. Shot at Pinewood Studios, this brand new filmed stage version starring Glenn Carter and Rik Mayall captures one of the best score Andrew Lloyd Webber has ever written and is packed with hit songs including, 'I Don't Know How To Love Him', 'Gethsemane' and 'Superstar'.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNzg0NTI3OV5BMl5BanBnXkFtZTcwNTA4NTAzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
Nuremberg,Justice Robert H. Jackson leads Allied prosecutors in trying 21 Germans for Nazi war crimes after World War II.,"https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NTIwMTkzMF5BMl5BanBnXkFtZTYwMDM4MTk4._V1_UX182_CR0,0,182,268_AL_.jpg"
Paris,"Pierre, a professional dancer, suffers from a serious heart disease. While he is waiting for a transplant which may (or may not) save his life, he has nothing better to do than look at the people around him, from the balcony of his Paris apartment. When Elise, his sister with three kids and no husband, moves in to his place to care for him, Pierre does not change his new habits. And instead of dan","https://images-na.ssl-images-amazon.com/images/M/MV5BMGYxZWE1N2EtMTNmMi00MzBiLTk3ZGItOTVjMzc1NzY1YWE3XkEyXkFqcGdeQXVyMTk2MzA3Ng@@._V1_UY268_CR4,0,182,268_AL_.jpg"
Dr. Horrible's Sing-Along Blog,"Dr. Horrible, an aspiring supervillain with his own video blog, is attempting to join the prestigious Evil League of Evil (led by the legendary ""thoroughbred of sin"", Bad Horse), but his plans are usually foiled by the egotistical superhero Captain Hammer. Dr. Horrible's life is thrown for a loop when he falls in love with Penny, a beautiful and optimistic advocate for the homeless he meets at the laundromat.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwNzQ0NDQzM15BMl5BanBnXkFtZTcwOTIyMDcxMw@@._V1._CR2,41,370,458_UY268_CR17,0,182,268_AL_.jpg"
State of Play,"Handsome, unflappable U.S. Congressman Stephen Collins is the future of his political party: an honorable appointee who serves as the chairman of a committee overseeing defense spending. All eyes are upon the rising star to be his party's contender for the upcoming presidential race. Until his research assistant/mistress is brutally murdered and buried secrets come tumbling out.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM3ODYzOTM1Ml5BMl5BanBnXkFtZTcwMDQ0OTY5Ng@@._V1._CR2,3,1444,1943_UY268_CR8,0,182,268_AL_.jpg"
The Life and Times of Allen Ginsberg,"independent, documentary - For 25 years, Academy AwardÃÂÃÂ®-nominated director Jerry Aronson accumulated more than 120 hours of film on Allen Ginsberg, resulting in this comprehensive portrait of one of Americas greatest poets, author of Howl and other ground-breaking poems.  - Jerry Aronson","https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMzcyMTk4MV5BMl5BanBnXkFtZTcwOTkwODg0MQ@@._V1_UY268_CR1,0,182,268_AL_.jpg"
Knights of Bloodsteel,"The adventure is set in the sorcerous land of Mirabilis, where a populace of elves, goblins, dwarves and humans hanker for the mystical element Bloodsteel; an ore with magical ability-giving properties. When a ruthless band of soldiers led by the wicked Dragon-Eye go seeking the powerful ore, a sorcerer elf Tesselink is given the task of finding its source - the legendary Crucible.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxNjk3MDMwOF5BMl5BanBnXkFtZTcwOTA5NTA4Mg@@._V1_UY268_CR4,0,182,268_AL_.jpg"
Berlin Alexanderplatz,"Berlin Alexanderplatz, originally broadcast in 1980, is a 14-part television film adapted and directed by Rainer Werner Fassbinder from the Alfred DÃÂÃÂ¶blin novel of the same name, and stars GÃÂÃÂ¼nter Lamprecht, Hanna Schygulla, Barbara Sukowa, Elisabeth Trissenaar and Gottfried John. The complete film is 15ÃÂÃÂ½ hours long.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5MTYxNTAzOV5BMl5BanBnXkFtZTcwMjQ1NjI1MQ@@._V1_UY268_CR4,0,182,268_AL_.jpg"
Public Enemies,"Depression-era bank robber John Dillinger's charm and audacity endear him to much of America's downtrodden public, but he's also a thorn in the side of J. Edgar Hoover and the fledgling FBI. Desperate to capture the elusive outlaw, Hoover makes Dillinger his first Public Enemy Number One and assigns his top agent, Melvin Purvis, the task of bringing him in dead or alive.","https://images-na.ssl-images-amazon.com/images/M/MV5BNDI3MGM2YzMtYjRkNC00MWMzLWJkOWMtNzk2YmM0MDRkOTViXkEyXkFqcGdeQXVyNjcyMTE2Nw@@._V1_UY268_CR3,0,182,268_AL_.jpg"
Lost in Austen,"Amanda, an ardent Jane Austen fan, lives in present day London with her boyfriend Michael, until she finds she's swapped places with Austen's fictional creation Elizabeth Bennett.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NTAzMDY2OF5BMl5BanBnXkFtZTcwMTM1ODc4Mw@@._V1_UY268_CR4,0,182,268_AL_.jpg"
Meteor,"Somewhere on the outskirts of our solar system, the unthinkable occurs. A giant asteroid collides with a smaller one and changes direction - headed directly toward The Earth. The burning meteor rain that beats down with devastating force, is only a foretaste of what is to come. Just a few days from reaching the atmosphere Kassandra, the meteor that is three times as big as Mount Everest and with power in an instant to destroy all life on planet Earth.","https://images-na.ssl-images-amazon.com/images/M/MV5BNTE0NjQ5MzY2N15BMl5BanBnXkFtZTcwNzY0ODA0Mg@@._V1_UY268_CR99,0,182,268_AL_.jpg"
